smiles,logP,MW
CC(C)c1nnc(CCC(=O)O[C@H](C)C2CC2)o1,2.4673,252.31
CCOC(=O)C,0.569,88.11
COc1ncnc(N[C@@H]2CCC[C@H]2OC)c1N,1.0468,238.29
CC1(C)CCC[C@@H]1[NH2+]Cc1cc(C(=O)[O-])cs1,0.7537,253.37
CC[C@H]1CCC[C@@H]([C@@H](Cc2ccccc2F)C(=O)[O-])C1,2.9507,277.36
CCCN(CC1CC1)C(=O)NCc1ccc(C(=O)N2C[C@H](C)O[C@H](C)C2)cc1,3.2676,387.52
COc1cc(C[NH+]2CC[C@H](C)C[C@H]2C)cc(Cl)c1OCC(N)=O,1.416,341.86
O=C1C=CCC11CCO1,0.674,124.14
Cc1nc(CNc2ccc(-n3ncn(C)c3=O)cc2)oc1C,1.78794,299.33
Cc1nn(CN2C[C@H](C)O[C@@H](C)C2)c(=S)n1Cc1ccccc1,2.83751,332.47
Cc1ccc(C[C@@H]2CCCN2C(=O)C(=O)Nc2ccn(C)n2)cc1,1.90072,326.4
CC(O)C1CCC=C1,1.333,112.17
COc1cc(C)ccc1NC(=O)NCc1nnc2n1CCC2,1.86302,301.35
Cc1ccc2c(c1)CCCN2C(=O)C1CCN(c2ccc(-n3nc(C)cc3C)nn2)CC1,3.78336,430.56
C[C@H](C(=O)NCc1ccc(N2CCCC2)cc1)n1cncn1,1.7557,299.38
CC(C)(C)c1ncc(NC(=O)Cc2ccc3c(c2)OCO3)cn1,2.684,313.36
CCC[NH2+][C@H](C)c1cc(F)ccc1N1CCSCC1,2.4133,283.44
OC1C2OC2C2CCC12,0.154,126.15
C[C@@H](O)CCC(=O)NC(c1ccccc1)c1ccccc1,3.0532,283.37
C[C@H](CN1CCN(c2ccccc2)CC1)NC(=O)NC[C@H](O)c1ccco1,1.8229,372.47
Cn1c(-c2ccccc2)nnc1S(=O)(=O)Cc1cccc(C(N)=O)c1,1.5549,356.41
CC[C@@H]1CN(C(=O)NCc2[nH+]ccn2C)CC[C@H]1c1ccccc1,2.5645,327.45
COc1ccc(CN(C(=O)c2cc(C)on2)C2CC2)cc1,2.79642,286.33
Cc1ccc(NC(=O)CC2([NH3+])CCC2)c(C)n1,1.19164,234.32
COc1cccc(O[C@@H]2CC[C@H]([NH3+])C2)n1,0.632,209.27
O=C(c1cccc(S(=O)(=O)N2CCOCC2)c1)N1CCCS/C1=N\CCc1ccccc1,2.8853,473.62
CC[C@@H](O)[C@@H]1CCCC[NH+]1Cc1coc2ccccc12,2.1411,274.38
CN1C2C(C1=O)C2(C)C,0.483,125.17
C[NH+]1CCC2(CC1)OCCN2C(=O)c1cc(=O)c2ccc(Br)cc2o1,1.0327,408.27
CC12C3C1C1(O)C3C21C,0.633,122.17
CS(=O)(=O)[C@H]1CCC[C@H](N2CCC(C#N)CC2)C1,1.57778,270.4
Cc1ccc(OCC(=O)OC2(C3CC3)CC2)cc1C,3.16804,260.33
CC1C2OC2C11CCO1,0.563,126.15
O=CCC12CC(C1)C2=O,0.554,124.14
COc1ccccc1O[C@@H](C)CNc1ncccc1C(=O)N1CCCCC1,3.5957,369.47
Cn1cc[nH+]c1CN1CC[C@H](Oc2ccc(C(F)(F)F)cn2)C1,1.9063,327.33
COc1ccc(C(=O)N2CC[NH+](C[C@H]3CCOC(C)(C)C3)CC2)cc1,1.2411,347.48
CC(C)[NH2+]C[C@H]1CCCO[C@@H]1CCc1ccccc1,2.3862,262.42
NC1=NC(=O)[C@](Cc2cccc(Cl)c2)(c2ccc(Br)cc2)N1,2.985,378.66
COCC1(CC1)CC#N,1.327,125.17
O=C([C@@H]1CC(=O)N(C2CCCC2)C1)N1CCN(c2cc[nH+]cc2)CC1,0.9404,343.45
O=C1NC(=O)[C@](Cc2ccccc2)(C2CC[NH+](Cc3cc(C[NH+]4CCCC4)cs3)CC2)N1,0.5426,454.64
CC[NH2+][C@H](Cc1nc(C)cs1)[C@](C)(CC)N1CCOCC1,1.44682,312.5
CC(C)c1nnc2n1N=C(c1cc3ccccc3o1)CS2,3.5058,298.37
C[C@@H](c1ccc(S(C)(=O)=O)cc1)N(C)c1nc(C2CC2)ns1,3.0164,337.47
Cc1csc(=O)n1CCC(=O)[C@@H](C#N)c1nc(-c2ccc(C#N)cc2)cs1,3.4799800000000003,394.48
COc1cc(-c2[nH+]ccn2CC2(Cn3cc[nH+]c3C)CC2)cc(Cl)c1O,2.74122,374.87
C#CC1(CC1)OCCO,0.161,126.15
O=c1c2ccccc2nnn1Cc1cccc(F)c1,1.9789,255.25
CC(=O)N1CCC[NH+](C2CCC(C(C)(C)C)CC2)CC1,1.7284,281.46
Cc1nn(C[C@@H](O)CNc2ccn(C)n2)c(C)c1[N+](=O)[O-],0.61464,294.32
Cc1ccc(/C=N/c2ccc(F)c(F)c2)o1,3.61682,221.21
COC(=O)/C(=N\Nc1ccccc1N)C(C)=O,0.7987,235.24
O=C(Cn1ncc2ccccc2c1=O)Oc1cccc(Cl)c1Cl,3.3089,349.17
CC(C)CNC(=S)NC(=O)c1ccc(F)cc1,2.086,254.33
C#CCSc1nc2ccc(OCC)cc2[nH]1,2.6869,232.31
CC(=O)NCC(=O)N1CCC[C@H](c2nncn2-c2ccccc2)C1,1.1094,327.39
CC[NH2+][C@@H](Cc1cccc(O)c1)Cc1c(F)cccc1Cl,2.9218,308.8
C/N=C1\S/C(=C\c2ccc(N3CCOCC3)c(F)c2)C(=O)N1C,2.1942,335.4
CNc1conc1O,0.422,114.1
COc1cc2c(cc1CN1CCC[C@@H](c3nnsc3S(C)(=O)=O)C1)OCO2,2.0585,411.51
O=C([O-])c1nnn(-c2cccc(OC(F)(F)F)c2)c1-c1ccncc1,1.5914,349.25
O=C(c1ccc(-n2cncn2)cc1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,2.5672,447.52
O=C1CCCCN1CC1CCN(c2nc(C3CC3)ns2)CC1,2.6444,320.46
CC(C)C1OCC=C1C,1.988,126.2
Fc1cccc(C/[NH+]=C2\NC[C@@H](c3ccccc3)S2)c1,1.84,287.38
Cc1ccn(-c2c(C)nc3ccccc3c2CO)n1,2.52964,253.31
CC1C(CO)CC1C#N,0.774,125.17
CC1CC(O)C2(CC2)C1,1.557,126.2
CN1C2C3(C)CC3C12C,1.099,123.2
Cc1cc(Cl)cc(C(=O)O[C@@H](C)[C@H]2CCCO2)c1,3.37272,268.74
CC1=C(C(=O)N2CCOCC2)[C@@H](c2csc(C(C)C)n2)NC(=S)N1C,2.2603,380.54
N#CCc1ccc(NC(=O)C(=O)N2C[C@H]3CCCC[C@@H]3C2)cc1,2.33978,311.38
CC12CCC(CO1)OC2,0.954,128.17
N#Cc1cnc(-c2cc(F)cc(Br)c2)nc1N,2.49908,293.1
COc1cc([nH]c1)O,0.729,113.12
O=C(NCCCOc1ccc(F)cc1)N[C@@H]1C=C[C@H](CO)C1,1.8308,308.35
COc1ccc2c(c1)[C@H]([NH2+][C@@H]1CCCc3ccc(F)cc31)CCO2,3.2989,328.41
N=COCC1OCC=C1,0.565,127.14
CC(=O)c1ccc(N2CCN(C(=O)NCc3ccccc3OC(F)(F)F)CC2)c(F)c1,3.9587,439.41
O=C(Oc1cccc(Br)c1)[C@@H]1COCCO1,1.7699,287.11
CCCOCCCC#C,1.826,126.2
CCC1CC1C(=O)C=O,0.8,126.15
CC[C@@H]1CC[C@](O)(Cc2nc3ccccc3s2)C1,3.78,261.39
CCC1(O)COC1C#N,0.05,127.14
c1c(nco1)CCCO,0.599,127.14
C[C@H]1C[C@H](NC(=O)c2csc(C#CCO)c2)CC[C@H]1C,2.6464,291.42
CC#CC(C#C)C1CC1,1.669,118.18
CC(=O)Cc1ccoc1,1.411,124.14
CC1(C)CS/C(=N\c2ccccc2I)N1,3.3937,332.21
O=C1CCOC2CCC12,0.754,126.15
CC1OCC1C1CN1C,0.335,127.19
CC1CCC11OC1CO,0.546,128.17
C1OC2CC1C=CC=C2,1.518,122.17
COC1CN2C=NC=C12,0.584,124.14
Cc1cccc(NNC(=O)c2ccn(-c3ccc(F)cc3)n2)c1,3.07672,310.33
CC[C@@H]1CN(C(=O)N[C@@H](C)c2noc(Cc3ccccc3)n2)C[C@H](C)O1,2.9303,358.44
COCc1ccc(o1)N,1.008,127.14
CN(CC(F)(F)F)C(=O)CNC(=O)Nc1cnc(-c2ccccc2)s1,2.9523,372.37
COC(=O)c1ccc(CNC(=O)NC[C@H]2COc3ccccc3O2)cc1,2.1124,356.38
N#CC1CC2CC3C2C13,1.412,119.17
C[C@@H]1CN(C2CCN(C(=O)[C@@H]3CCO[C@@H]3C)CC2)CCO1,1.1231,296.41
c1c(c(c(cn1)F)F)N,0.942,130.1
CC(C)NC(=O)CCNC(=O)N1c2ccccc2C[C@@H]1C,2.0619,289.38
CCCC(C)(O)CC,1.948,116.2
CCOCCC(=O)NNC(=O)c1ccc(OC)cc1,0.8828,266.3
CC(C)CC[C@]1(C[NH3+])CCC(C)(C)[C@H]1O,1.8318,214.37
C1OC2C1N1C=CC=C21,1.114,121.14
CN[C@]1(C(=O)OC)CCC[C@@H]1CCn1cc(Cl)c(C)n1,2.16632,299.8
CCOc1ccc(/C=C2\SC(=O)N([C@H](C)C(=O)OC)C2=O)cc1OC,2.6917,365.41
CO[C@H]1CCCC[C@H]1NC(=O)N1CC[C@H](CSC)C1,2.3385,286.44
CC12CN1CC21CCO1,0.233,125.17
CCC(=O)N1CCC[C@@H](C(=O)N[C@H]2CCN(c3c(F)cccc3F)C2)C1,2.3083,365.42
CC1(C)C(CC1=O)C#N,1.125,123.16
COc1ccc([C@H](C#N)N2CCN(C(=O)c3ccc(C)nc3)CC2)cc1,2.4213,350.42
CC1(C)CC2(NC12)C#N,0.65,122.17
CC1(CC2OC12)C1CO1,0.563,126.15
C[C@H]1C[C@H]([NH3+])CN(Cc2cc(F)ccc2Br)C1,2.0405,302.21
C[NH2+]Cc1ccc(S(=O)(=O)NCc2cc(C)on2)c(F)c1,0.29382,314.36
CC(COC(C)=N)C#C,1.269,125.17
CC1=CC2CCC1(O)C2,1.478,124.18
O=C(Cc1cc(-c2ccccc2)on1)NCc1cccs1,3.262,298.37
CC12CC3CC1(O)C3O2,0.299,126.15
O=C(Cn1cnc2c(nnn2Cc2cccc(Cl)c2)c1=O)Nc1ccc(F)cc1,2.4675,412.81
CC1OCCC2(C)NC12,0.526,127.19
Cc1nc2ccc(NC(=O)NC[C@@H]3CN4CCCC[C@@H]4CO3)cc2o1,2.5110200000000003,344.42
CC1(C2(O1)CN(C2)C)C,0.479,127.19
CCc1ccc(CNC(=O)COc2ccccc2NC(C)=O)s1,2.9641,332.43
COc1cc(OC)cc([C@H]2CC[NH+]([C@@H]3C[C@H](C)OC3=O)C2)c1,0.78,306.38
N=C1COCCCO1,0.401,115.13
Cc1nc2cc(NC(=O)C(=O)NCCCOC3CCCC3)ccc2n1C,2.28572,358.44
OCC12CC(CC1)C2O,0.14,128.17
CNc1c[nH]cc1C#N,0.928,121.14
CC[NH+]1CCC[C@@H]1CN(C)c1ccc(CNC(C)C)nn1,0.478,292.45
CCc1onc(C)c1NC(=O)N1CCOC[C@H]1C[C@H](O)c1cccs1,2.96332,365.45
Cc1oc2ncn(C)c(=O)c2c1C(=O)N1CCC[C@H](c2ccn[nH]2)C1,1.57782,341.37
CC1(O)CC(C)(C1)C=O,0.736,128.17
NC(=O)[C@@H]1CCCN(C(=O)CCS(=O)(=O)C2CCCC2)C1,0.4578,316.42
[NH3+]CCc1cn(Cc2sccc2Br)cn1,1.5398,287.21
CCCCC(=O)NC=O,0.449,129.16
CC[NH+](CC)[C@@H]1CCN(C(=O)c2ccco2)C1,0.4188,237.32
CCCc1nnc(NC(=O)NC2CC[NH+](CC3CCCCC3)CC2)s1,2.2397,366.56
COC(=O)c1ccc(CCNC(C)=O)cc1,1.1518,221.26
COC1(CCC1C)C#C,1.435,124.18
CC(C)C[NH+]1CCC[C@@H](CNC(=O)N2CC[C@H](C)[C@H](O)C2)C1,0.3496,312.48
CCc1nn(C)cc1C[NH2+][C@@H]1CCOc2ccc(C(C)C)cc21,2.6931,314.45
CC(=O)N[C@@H](CC(=O)N1CCc2sccc2[C@@H]1C)c1ccc(C)cc1,3.76972,356.49
N#Cc1ccc(OCCC[NH+]2CCN(c3cccc(F)c3C#N)CC2)cc1,1.7430599999999998,365.43
CCN(C)S(=O)(=O)N1CCN(Cc2ccc(Cl)cc2)CC1,1.6541,331.87
CC1OC1(C)CCC=O,1.143,128.17
COCc1cn(C[C@@H]2CCCN(C(=O)Nc3cccc(C#N)c3)C2)nn1,2.24028,354.41
CCn1c(-c2ccc(Cl)cc2)nn(CN2CCN(c3ncccn3)CC2)c1=S,3.32409,415.95
CC1OC=NC2(C)CC12,1.212,125.17
CONC(=O)C1(c2ccccc2Cl)CCOCC1,2.0658,269.73
CC(O)C1=CC2OC2C1,0.465,126.15
C[C@H](OC(=O)c1ccc2c(c1)NC(=O)CCN2C)[C@H]1CCOC1,2.0468,318.37
CN(CCc1ccc(F)cc1)C(=O)/C=C/c1ccccc1,3.54,283.35
CN(CCn1cc([N+](=O)[O-])ccc1=O)[C@@H](C(N)=O)c1cccc(F)c1,1.054,348.33
CCC1=CNCC1=NO,0.714,126.16
Cc1cc(C)n(-c2nc(CCNS(=O)(=O)c3ccc(Br)cc3)cs2)n1,3.22914,441.38
COc1ccccc1Oc1cc(F)nc(N)n1,1.9988,235.22
Cc1c(C(=O)[O-])sc2ncn(N3CCCCCC3)c(=O)c12,0.6419199999999999,306.37
Cc1ccc(SCC(=O)N2CCCC2)c(C)c1,3.0179400000000003,249.38
CN(C(=O)C[NH+](C)Cc1ccc(F)cc1F)C1CC1,0.6003,269.31
NC(=O)c1ccc(N2CCN(Cc3cnc(-c4cccnc4)s3)CC2)cc1,2.6262,379.49
c1ccc2c(c1)CC[C@@H]2NC1=[NH+]CCC1,0.5364,201.29
COC1C(C)C1OC,0.666,116.16
C#CC1CC2=CC=NN12,0.613,118.14
CCC[C@@H](C)NC(=O)c1ccccc1C(=O)c1ccccc1,3.836,295.38
CC1OC2=C(O1)N=CO2,0.792,127.1
O=CC1=CCCC2NC12,0.246,123.15
Cc1cccc(-c2nc(C)nn2CC(=O)Nc2ccccc2C)c1,3.50906,320.4
OC1C=CC2(CC2)C1=O,0.266,124.14
Cn1/c(=N/C(=O)/C=C\c2ccc([N+](=O)[O-])cc2)sc2cc3c(cc21)OCO3,3.0174,383.39
CCC(=O)Nc1ccc([N-]S(=O)(=O)c2cc(C)c(C)cc2[N+](=O)[O-])cc1,3.95424,376.41
Cc1nc(no1)C(=O)C,0.581,126.11
CC12CC1OC=NC2,0.824,111.14
COCCN(Cc1ccccc1)C(=O)N[C@@H]1CCCc2c1cnn2C,2.6557,342.44
C1OC2CCCCOC12,0.954,128.17
CC1(C)[C@]2(C(=O)N(Cc3ccccc3)c3ccccn3)CC[C@@]1(C)C(=O)O2,3.7367,364.45
COc1ccccc1CN(C)C(=O)C[S@@](=O)Cc1ccccc1F,2.7416,349.43
CC12CN3CCC(O1)C23,0.232,125.17
N#Cc1ccc(NC[C@H]2CCO[C@@H]2c2ccccc2)nc1,3.14298,279.34
CCOc1ccc(N2C(=O)NC(=O)/C(=C\NN3CCCC[C@H]3c3cccnc3)C2=O)cc1,2.6788,435.48
[NH3+]Cc1cc(F)ccc1N1CCC(O)CC1,0.5287,225.29
COCC[C@@H](C)C(=O)Oc1ccc(C(=O)N2CCCC2)cc1,2.5006,305.37
OC1(CCC=CC1)C=O,0.656,126.15
Cc1ccc(-n2c(SCC(N)=O)nnc2-c2ccncc2)c(C)c1,2.52354,339.42
C[C@H]1CN(C(=O)OC(C)(C)C)[C@H](C)CN1C(=O)c1cccc2ncccc12,3.7047,369.47
CC(C)c1nc(C(=O)N[C@H](CO)CC(C)(C)C)nn1-c1ccccc1F,3.0567,362.45
CS[C@H]1CC[C@H](NC(=O)c2ccccc2OC2CCC2)C1,3.6318,305.44
C=C(C)C(=O)N(C)c1ccccc1C,2.53392,189.26
CC(C)N(CC#N)C(=O)c1ccnc(OC2CCC2)c1,2.38708,273.34
O=C(N[C@H]1CCCOc2c1ccc1ccccc21)C1CC1,3.5797,281.36
Cc1cc(Br)cnc1N1CCC[C@@H](c2[nH]cc[nH+]2)C1,2.67872,322.23
CC1C=C2CC3(C)C2N13,1.161,121.18
O=C(CCSc1ccc(F)cc1)NNC(=O)[C@@H]1C[C@@H]1[N+](=O)[O-],1.1205,327.34
Cc1ccc(NC(=O)CSc2nnc(N)s2)cc1S(=O)(=O)N1CCCCC1,2.33412,427.58
C[C@@H](Cc1ccccc1F)NC(=O)N1CCOCC[C@H]1C,2.5771,294.37
CCc1nn(C)cc1C(=O)NCCCC(=O)N1CCc2ccccc21,2.0818,340.43
O=C(CCNC(=O)C(=O)Nc1cccc2cccnc12)Nc1ccccc1,2.3183,362.39
O=C1CC2COC2C1,0.364,112.13
CC1=NCCC2(O1)CC2,1.358,125.17
C[C@H]1C=C2[C@H](C#N)C(=N)C(C#N)(C#N)[C@H](c3ccccc3)[C@]2(C)C[NH+]1C,1.82641,344.44
Cc1nc(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)ccc1C#N,2.6886,384.46
Cc1onc(-c2ccccc2Cl)c1C(=O)N1CCC(Oc2ncccn2)CC1,3.77702,398.85
O=C1Cc2cc([N-]S(=O)(=O)c3cc(Br)ccc3F)ccc2N1,3.4769,384.21
CC1(C)CCC[C@H]1[NH2+]C[C@H](C#N)c1ccccc1,2.43588,243.37
Cc1nn(Cc2ccccc2)c(C)c1CN1[C@@H](C)COC[C@H]1C,3.15744,313.45
COc1ccoc1C#C,1.27,122.12
CCCOC1C(C)C1O,0.792,130.19
Cc1ccc(Cn2nccc2NC(=O)C(=O)Nc2cn[nH]c2)s1,1.60162,330.37
C[C@@H](Cn1cncn1)Nc1ccc(-c2nc(-c3ccccc3F)no2)cn1,3.0298,365.37
COc1ccccc1NCC(=O)Nc1ccccc1N1CCCC1=O,2.8726,339.4
CCc1cccc(C)c1NC(=O)C[NH+](C[C@H]1CCCCO1)C(C)C,2.35832,333.5
OC[C@H]1CC[NH+](Cc2cccc(OCc3ccccc3F)c2)C1,1.8018,316.4
COc1cccc(C(=O)[C@H]2CCC[NH+](Cc3cccc(-n4cccn4)c3)C2)c1,2.5587,376.48
C[C@H]1CC(C(=O)N2CC[C@H](NC(=O)Nc3ccc(F)cc3)C2)C[C@@H](C)O1,2.7517,363.43
CCC1CCC(=O)O1,1.102,114.14
CCC(O)C12CCC1N2,0.262,127.19
CC[C@H](C)NC(=O)[C@]1(C)Oc2ccccc2N(CC)C1=O,2.1053,290.36
Cn1ccc(-n2cc(CCBr)nn2)n1,0.9382,256.11
Cc1cccc([S@@](=O)CCC(=O)Nc2cc(F)cc(F)c2)c1,3.40962,323.36
COC(=O)C(C)(C)[C@H]1CCC[NH+](CC(=O)Nc2ccc(F)c(Cl)c2)C1,1.9117,371.86
O=C(C1[C@H]2CCCC[C@@H]12)N1CCn2cccc2[C@H]1c1ccccc1,3.8559,320.44
Cc1n[nH]c(C)c1C[C@@H](C)C(=O)N1CC[C@H](C[NH+]2CCCCC2)C1,1.12244,333.5
C1CC23OC4CC12NC34,0.032,123.15
CS(=O)(=O)[C@@H]1CCC[C@H](Nc2cc(F)cc(F)c2)C1,2.7325,289.35
NC(=O)[C@H]1CN(C(=O)c2cc3cccc(Cl)c3o2)CCO1,1.4125,308.72
O=C(Cc1ccc(N2CCCC2=O)cc1)N1CCC(O)CC1,1.3392,302.37
CSCC[C@H](NC(=O)c1cc(Cl)nc(Cl)c1)c1nnc2ccccn12,3.6553,396.3
C[C@@H]([NH2+][C@@H]1CCCC[C@@H]1OCc1ccccc1)c1cncc(F)c1,3.3731,329.44
CC(C)CCCCOC,2.459,130.23
CC12OC3OC1C2C=C3,0.686,124.14
Cc1c(nnn1C)NC,0.165,126.16
CC(C)(C)c1ccc(NNC(=O)NC[C@H]2CCCN(c3ncccn3)C2)nn1,2.1068,384.49
C1CC1(CCCCO)O,0.674,130.19
CS(=O)(=O)N[C@@H]1CC[NH+](Cc2ccc(-c3ccccc3Cl)o2)C1,1.3064,355.87
C#CCNC(=O)C1CC1,0.146,123.15
C[C@H]1C[C@H](C)CN(S(=O)(=O)c2cccc(C(=O)NCc3ccc(Cl)nc3)c2)C1,3.3316,421.95
C[C@H](NS(=O)(=O)c1c[nH]c2nccc(Cl)c12)C(=O)N1CCCCC1,1.8956,370.86
COc1cccc(NC(=O)[C@H](c2ccccc2)n2cnc3c2c(=O)n(C)c(=O)n3C)c1,1.6704,419.44
Cc1cccc([C@@H]2CCCN2C(=O)[C@H]2CC(=O)N(CC(F)(F)F)C2)c1,3.0693200000000003,354.37
[NH3+]CC/C=C/Cc1c(Cl)cccc1Cl,2.7241,231.15
CC1CC(=O)C2(CC2)O1,0.897,126.15
C1C2COCC3COC123,0.422,126.15
CC1(C)CC2CC3C1N23,1.241,123.2
COc1ccc(OCCCn2c(C)nc([N+](=O)[O-])c2Br)cc1,3.33992,370.2
CC[NH2+][C@@H](C)[C@@H](C)c1ncc(Cl)cc1F,1.9494,231.72
Cc1c(C)c(C)c(S(=O)(=O)NCCC(=O)Nc2cccc(C#N)c2)c(C)c1C,3.4074800000000005,399.52
CCOC(=O)/C=C\S(=O)(=O)c1ccc(Cl)cc1,2.1905,274.72
COc1ccc(OC)c(NC(=O)c2sc(C)nc2C)c1,3.02944,292.36
COc1cccc(O[C@@H]2CCCCC[C@@H]2[NH3+])c1,2.0172,236.33
C#CC12CCN3C1CC23,0.466,119.17
CCC1C2OC(N)=NC12,0.108,126.16
O=C(N[C@@H](Cn1cnc2ccccc21)c1ccc(F)cc1)N1CCC1,3.332,338.39
CC(=O)c1ccc(NC(=O)c2ccc3c(c2)nc(C)n3C)cc1C,3.64504,321.38
CCCC(O)(CO)C#N,0.033,129.16
CC1(CN1C2COC2)C,0.479,127.19
N#Cc1ccc(Cl)c(NC(=O)[C@H]2COc3ccccc32)c1,3.3263800000000003,298.73
CC(C)(C)NC(=O)Nc1[nH]ncc1C#N,1.20138,207.24
CCCCNC(=O)/C(C#N)=C/c1ccc(F)c([N+](=O)[O-])c1,2.55718,291.28
CC1COC2(CC2)C1O,0.546,128.17
Cn1c(CNC(=O)CC2CCC(c3ccccc3)CC2)n[nH]c1=S,3.45799,344.48
CCCc1cc(NC(=O)[C@@H](C)c2cccc(F)c2)n(C)n1,3.2539,289.35
CC(C)(C)[C@H](O)CNC(=O)N[C@H]1CCCC1(C)C,2.2713,256.39
COc1ccc([C@H](O)[C@@H](C)N[C@@H]2CCc3ccc(F)cc32)cc1,3.5333,315.39
N#CC1C2CC1OCO2,0.271,125.13
CC(C)S(=O)(=O)[C@H](C)C(=O)N[C@H]1CCCc2cc(OC(F)F)ccc21,2.9933,375.44
N=C1OC(=CC=C1)C#N,0.631,120.11
COc1ccc(CNC(=O)N2CCC[C@H](O)C2)cc1,1.3615,264.32
N#C[C@H]1CNCCN1C(=O)c1cccc(O)c1,0.32978,231.26
C1C2CCOC3CC12C3,1.575,124.18
COc1ccccc1CN1C(=O)[C@@H]2[C@H](CCC(N)=O)N[C@@]3(C(=O)Nc4c(C)cccc43)[C@@H]2C1=O,1.18972,462.51
C[C@@H]1OCC[C@H]1[NH2+][C@@H](CC(F)(F)F)c1ccc(Cl)cc1,3.0743,308.75
CC1OCC11CC1CO,0.404,128.17
OC12CC3(C1)CCCC23,1.311,124.18
Cc1ccc(NC(=O)CN2CCN(C(=O)CCc3ncc(-c4ccc(F)cc4F)o3)CC2)cc1,3.64372,468.5
CN1CCO[C@H](CNC(=O)Cn2ccc3ccc(Cl)cc32)C1,1.7415,321.81
Cc1nc(CSCC(=O)N[C@H](C)Cc2c(F)cccc2F)cs1,3.71032,356.46
Cn1c(CCNC(=O)[C@H](O)c2ccccc2)nc2c(F)cccc21,2.1047,327.36
C[C@@H](CC(F)(F)F)[NH2+]C[C@H]1CCN(S(C)(=O)=O)C1,0.1722,289.34
CCC1CCC([NH+](Cn2ncn(C)c2=S)C2CC2)CC1,1.92469,295.48
CC(C)[C@H]1CN(C(=O)c2ccccc2O)CCC(=O)N1Cc1ccc(F)cc1,3.4306,384.45
C[C@H]1CCCN(C(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)C1,2.4228,331.42
C[C@H](NC(=O)c1ccncc1F)c1cccc(Cl)c1,3.3651,278.71
Cc1ccc(Nc2cc(C)n3c(=O)n(Cc4ccccc4)nc3n2)cc1,3.2997400000000003,345.41
OC1CC(=O)C1C1CC1,0.346,126.15
C[C@H](CCc1ccccc1)NC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,3.7455,324.38
Cc1noc(C)c1[C@@H]1CCCN1C(=O)c1c(Cl)cnn1C,2.65564,308.77
OCC1(CO1)C1CCC1,0.548,128.17
CCc1ccsc1CNC(=O)C(=O)Nc1cc(OC)cc(OC)c1,2.5826,348.42
CN(C)C(=O)C1CCN(C(=O)C(=O)Nc2ccccc2F)CC1,1.091,321.35
CCC/C(=N\CCC1=c2cc(C)ccc2=[NH+][C@@H]1C)C1=C([O-])CCCC1=O,0.24662,352.48
CC(=O)NCC[NH2+]C[C@@H]1CSc2ccccc21,0.5754,251.38
O=C(C1CC1)N1CC[C@@]2(CCCN(CC3CCCCC3)C2=O)C1,2.8178,318.46
C1CC2(C1)COCC2=O,0.756,126.15
N#Cc1ccc(-c2noc([C@H]3CC(=O)N(C4CCCCCC4)C3)n2)nc1,3.04198,351.41
C[C@H](CC1CCOCC1)[NH2+]C[C@H](O)C1CCOCC1,0.5425,272.41
Cc1cc(NC(=O)C2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)no1,2.67582,383.86
COC1(C)C2CC1O2,0.563,114.14
CCC12CC1CCC2=O,1.766,124.18
CCN1CCO[C@H](C(=O)/N=c2\[nH]ccn2Cc2ccccc2Cl)C1,1.6659,348.83
COC(=O)c1ccc(CNC(=O)C[NH+]2CCCCC[C@@H]2c2ccco2)o1,1.4756,361.42
Cc1ccc(NCC(=O)N(C)C2CC2)cc1-n1cnnn1,1.00342,286.34
CC#CC1CC2NC12C,0.76,121.18
CCc1nn2c(=O)cc(CN3C(=O)C(=O)N(C4CCCC4)C3=O)nc2s1,0.9468,375.41
N#CC1C2CC=CC1N2,0.426,120.15
COC1CCCC11CN1,0.527,127.19
CC1C(O)C(C)C1C#C,0.883,124.18
CCOC(=O)c1ccc(N[C@@H]2CCCN(c3ncccn3)C2)nc1,2.1292,327.39
COC(OCC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,2.6195,326.46
CC1=CNC2CC2C1=O,0.451,123.15
Cc1csc(C23CC4CC(CC(C4)C2)C3)n1,3.91932,233.38
COc1cccc2c1CCC1=C2C[C@@H]2C(=O)[C@@]1(C)CC[C@@H]2O,3.145,298.38
O=C(COc1ccc(F)cc1)N1C[C@@H]2[C@H](C1)C[NH+]1CCCC[C@H]21,0.7301,319.4
CC1CC1(N)C#N,0.247,96.13
CCC1=CC(=N)NC1=O,0.43,124.14
Cc1c(C(=O)COc2ccc(F)cc2)c([O-])n(C(C)C)c(=O)c1C#N,2.0837,343.33
CCn1c2ccccc2c2cc(NC(=O)C(=O)NC[C@H](C)C#N)ccc21,3.02878,348.41
CC12CC3CC(C1)OC23,1.574,124.18
CCCc1nn(C)c2c1nc(CCl)n2CC(=O)NCC,1.5972,297.79
c1cc([nH]c1)NCC#N,0.95,121.14
COc1cccc(CNC(=O)CNC(=O)c2[nH]nc3c2COCC3)c1,0.5372,344.37
O=C(CCCNC(=O)c1ccc(Cl)cc1)NC1CCCCCC1,3.689,336.86
CC1CN2CC3OC1C23,0.088,125.17
